event,field,star_no,ra_j2000,ra_deg,dec_j2000,dec_deg,tmax_hjd,tmax_ut,tau,umin,amax,dmag,fbl,ibl,i0
2016-BLG-0602,BLG504.13,800,17:57:03.81,269.265875,-28:16:03.3,-28.26758333,2457510.615,2016-05-02.12,55.056,0.243,4.201,1.558,0.088,17.428,20.063
2016-BLG-0603,BLG505.09,48957,17:59:43.82,269.93258333,-29:31:13.7,-29.52047222,2457488.743,2016-04-10.24,4.606,1.247,1.209,0.206,1.0,18.255,18.255
2016-BLG-0604,BLG512.09,100411,18:05:15.79,271.31579167,-28:37:27.7,-28.62436111,2457491.105,2016-04-12.61,4.391,0.14,7.174,2.139,1.0,18.466,18.466
2016-BLG-0605,BLG535.07,86027,17:49:17.69,267.32370833,-32:49:06.4,-32.81844444,2457490.97,2016-04-12.47,35.754,0.336,3.101,1.229,1.0,19.915,19.915
2016-BLG-0606,BLG597.13,9919,18:08:43.59,272.181625,-34:18:27.6,-34.30766667,2457501.257,2016-04-22.76,16.795,1.192,1.233,0.227,1.0,17.383,17.383
2016-BLG-0607,BLG661.04,66075,17:40:02.36,265.00983333,-34:00:27.2,-34.00755556,2457477.057,2016-03-29.56,17.843,0.061,16.506,3.044,1.0,20.411,20.411
2016-BLG-0608,BLG675.01,54331,17:42:59.60,265.74833333,-27:44:31.2,-27.742,2457485.062,2016-04-06.56,6.234,0.264,3.887,1.474,1.0,18.819,18.819
2016-BLG-0609,BLG506.10,360N,17:59:03.82,269.76591667,-30:36:17.5,-30.60486111,2457495.003,2016-04-16.50,46.408,0.074,13.533,2.828,1.0,20.215,20.215
2016-BLG-0610,BLG500.01,191273,17:53:48.98,268.45408333,-29:05:07.8,-29.0855,2457498.222,2016-04-19.72,22.852,0.576,1.945,0.722,0.463,18.604,19.44
2016-BLG-0611,BLG500.02,198445,17:53:10.80,268.295,-29:04:11.9,-29.06997222,2457488.615,2016-04-10.12,0.521,0.197,5.146,1.779,1.0,19.835,19.835
2016-BLG-0612,BLG501.17,89798,17:54:54.01,268.72504167,-29:36:58.9,-29.61636111,2457488.239,2016-04-09.74,10.455,0.012,81.652,4.780,0.239,19.615,21.169
2016-BLG-0613,BLG504.13,29944,17:57:02.50,269.26041667,-28:06:58.2,-28.11616667,2457494.667,2016-04-16.17,21.046,0.034,29.372,3.670,0.104,19.415,21.872
2016-BLG-0614,BLG504.16,1784,17:54:59.98,268.74991667,-28:16:23.2,-28.27311111,2457488.396,2016-04-09.90,14.472,0.219,4.652,1.669,0.145,19.106,21.199
2016-BLG-0615,BLG504.22,4858,17:57:09.45,269.289375,-27:57:17.9,-27.95497222,2457496.234,2016-04-17.73,9.079,1.473,1.140,0.142,1.0,17.858,17.858
2016-BLG-0616,BLG505.03,212059,17:57:59.74,269.49891667,-29:39:22.0,-29.65611111,2457490.433,2016-04-11.93,3.609,0.065,15.523,2.977,0.352,19.346,20.48
2016-BLG-0617,BLG505.13,68560,17:56:52.67,269.21945833,-29:25:35.7,-29.42658333,2457488.969,2016-04-10.47,4.648,0.164,6.164,1.975,0.262,19.786,21.24
2016-BLG-0618,BLG512.10,64255,18:04:33.48,271.1395,-28:52:10.8,-28.86966667,2457510.862,2016-05-02.36,19.224,0.209,4.862,1.717,1.0,18.653,18.653
2016-BLG-0619,BLG512.10,204046,18:04:10.98,271.04575,-28:45:13.6,-28.75377778,2457496.56,2016-04-18.06,32.239,0.02,50.886,4.266,0.351,19.113,20.25
2016-BLG-0620,BLG518.08,58662,18:11:21.81,272.840875,-26:50:24.1,-26.84002778,2457534.708,2016-05-26.21,29.868,0.467,2.315,0.911,0.7,15.607,15.995
2016-BLG-0621,BLG544.02,13090,18:15:17.71,273.82379167,-24:14:01.3,-24.23369444,2457508.224,2016-04-29.72,22.428,1.182,1.237,0.231,1.0,16.308,16.308
2016-BLG-0622,BLG611.07,3553,17:33:39.50,263.41458333,-27:44:59.9,-27.74997222,2457491.624,2016-04-13.12,10.275,1.431,1.150,0.152,1.0,17.778,17.778
2016-BLG-0623,BLG612.26,12799,17:32:20.78,263.08658333,-27:29:55.9,-27.49886111,2457487.281,2016-04-08.78,129.985,0.0,247148909,20.982,0.086,20.514,23.176
2016-BLG-0624,BLG617.29,102385,17:15:43.18,258.92991667,-29:18:44.1,-29.31225,2457484.588,2016-04-06.09,18.018,0.628,1.818,0.649,1.0,19.014,19.014
2016-BLG-0625,BLG632.10,18233,17:47:14.72,266.81133333,-23:34:43.5,-23.57875,2457482.787,2016-04-04.29,4.05,0.106,9.465,2.440,1.0,18.495,18.495
2016-BLG-0626,BLG504.06,572N,17:56:00.07,269.00029167,-28:36:17.6,-28.60488889,2457490.44,2016-04-11.94,10.916,0.138,7.319,2.161,0.404,19.558,20.543
2016-BLG-0627,BLG505.31,2361N,17:56:00.08,269.00033333,-28:36:17.6,-28.60488889,2457490.442,2016-04-11.94,11.501,0.145,6.938,2.103,0.411,19.673,20.638
2016-BLG-0628,BLG502.25,1469,17:48:53.50,267.22291667,-33:31:06.4,-33.51844444,2457486.018,2016-04-07.52,6.035,0.495,2.200,0.856,1.0,19.272,19.272
2016-BLG-0629,BLG506.29,94767,17:57:29.87,269.37445833,-30:07:19.5,-30.12208333,2457498.335,2016-04-19.84,15.925,0.755,1.592,0.505,1.0,18.134,18.134
2016-BLG-0630,BLG511.16,73104,18:00:21.95,270.09145833,-27:28:39.1,-27.47752778,2457492.069,2016-04-13.57,5.503,1.079,1.291,0.277,1.0,18.253,18.253
2016-BLG-0631,BLG534.08,38910,17:55:03.87,268.766125,-31:05:13.3,-31.08702778,2457523.705,2016-05-15.21,31.225,0.525,2.095,0.803,0.427,16.514,17.437
2016-BLG-0632,BLG609.09,73937,17:42:06.60,265.5275,-35:01:07.0,-35.01861111,2457499.871,2016-04-21.37,26.368,0.182,5.567,1.864,1.0,19.978,19.978
2016-BLG-0633,BLG611.19,146676,17:36:44.88,264.187,-27:03:33.0,-27.05916667,2457496.385,2016-04-17.89,8.825,0.127,7.918,2.247,1.0,19.203,19.203
2016-BLG-0634,BLG653.22,61846,17:34:39.35,263.66395833,-28:32:15.8,-28.53772222,2457485.37,2016-04-06.87,19.802,0.368,2.857,1.140,1.0,20.518,20.518
2016-BLG-0635,BLG500.30,70411,17:51:03.40,267.76416667,-28:05:00.8,-28.08355556,2457508.384,2016-04-29.88,515.219,0.394,2.684,1.072,0.076,18.651,21.447
2016-BLG-0636,BLG501.13,38017,17:51:28.34,267.86808333,-29:51:19.2,-29.85533333,2457481.571,2016-04-03.07,28.686,1.045,1.311,0.294,1.0,18.913,18.913
2016-BLG-0637,BLG501.30,26200,17:51:16.45,267.81854167,-29:30:04.0,-29.50111111,2457488.982,2016-04-10.48,8.49,0.727,1.635,0.534,1.0,18.932,18.932
2016-BLG-0638,BLG503.02,117202,17:52:53.68,268.22366667,-35:20:45.0,-35.34583333,2457502.403,2016-04-23.90,44.181,0.122,8.215,2.286,0.078,17.157,19.934
2016-BLG-0639,BLG504.13,1538,17:57:03.75,269.265625,-28:16:03.9,-28.26775,2457510.477,2016-05-01.98,101.522,0.115,8.770,2.358,0.121,18.513,20.803
2016-BLG-0640,BLG504.28,73795,17:58:21.18,269.58825,-27:32:11.5,-27.53652778,2457503.431,2016-04-24.93,9.172,1.466,1.141,0.143,1.0,16.54,16.54
2016-BLG-0641,BLG504.32,30944,17:55:31.61,268.88170833,-27:28:15.5,-27.47097222,2457438.632,2016-02-20.13,64.269,2.121,1.051,0.054,1.0,17.929,17.929
2016-BLG-0642,BLG505.18,20338,17:59:54.22,269.97591667,-29:05:17.6,-29.08822222,2457544.611,2016-06-05.11,40.867,0.508,2.155,0.834,0.379,17.428,18.482
2016-BLG-0643,BLG506.01,66275,17:59:47.64,269.9485,-30:47:42.5,-30.79513889,2457490.252,2016-04-11.75,196.821,0.111,9.039,2.390,0.052,19.074,22.289
2016-BLG-0644,BLG507.31,131625,17:55:55.35,268.980625,-31:04:32.3,-31.07563889,2457494.898,2016-04-16.40,28.613,0.583,1.927,0.712,1.0,19.189,19.189
2016-BLG-0645,BLG508.18,36343,17:59:55.23,269.980125,-32:52:45.7,-32.87936111,2457495.254,2016-04-16.75,7.723,0.153,6.605,2.050,1.0,18.036,18.036
2016-BLG-0646,BLG509.17,103460,18:00:14.92,270.06216667,-34:03:35.3,-34.05980556,2457488.574,2016-04-10.07,10.71,0.059,16.937,3.072,1.0,19.137,19.137
2016-BLG-0647,BLG511.12,124580,18:02:51.97,270.71654167,-27:28:02.8,-27.46744444,2457492.95,2016-04-14.45,2.466,0.878,1.445,0.399,1.0,18.541,18.541
2016-BLG-0648,BLG511.20,32339,18:03:57.24,270.9885,-27:10:01.3,-27.16702778,2457491.75,2016-04-13.25,0.049,0.703,1.674,0.559,1.0,18.51,18.51
2016-BLG-0649,BLG513.10,96253,18:04:25.39,271.10579167,-29:57:35.2,-29.95977778,2457490.359,2016-04-11.86,12.419,0.131,7.697,2.216,0.537,19.116,19.791
2016-BLG-0650,BLG516.13,79844,18:02:29.09,270.62120833,-33:43:58.5,-33.73291667,2457490.766,2016-04-12.27,9.606,0.18,5.627,1.876,0.368,17.583,18.668
2016-BLG-0651,BLG522.11,45805,18:14:37.23,273.655125,-26:21:47.7,-26.36325,2457514.931,2016-05-06.43,56.005,0.984,1.353,0.329,1.0,19.202,19.202
2016-BLG-0652,BLG522.24,41102,18:11:51.98,272.96658333,-26:04:55.7,-26.08213889,2457531.703,2016-05-23.20,37.219,0.02,50.680,4.262,0.897,18.436,18.555
2016-BLG-0653,BLG525.28,72418,18:14:55.62,273.73175,-29:16:01.2,-29.267,2457492.228,2016-04-13.73,11.138,0.669,1.735,0.598,1.0,17.772,17.772
2016-BLG-0654,BLG528.11,7534,18:19:53.36,274.97233333,-24:35:09.3,-24.58591667,2457492.756,2016-04-14.26,35.046,0.056,18.032,3.140,0.182,19.394,21.245
2016-BLG-0655,BLG573.11,22364,18:09:59.54,272.49808333,-31:47:28.7,-31.79130556,2457482.821,2016-04-04.32,14.242,0.366,2.867,1.143,1.0,18.188,18.188
2016-BLG-0656,BLG612.26,15543,17:32:18.23,263.07595833,-27:25:16.8,-27.42133333,2457500.342,2016-04-21.84,18.082,0.0,1024606270,22.526,0.545,17.701,18.36
2016-BLG-0657,BLG613.31,112296,17:28:22.67,262.09445833,-28:49:46.9,-28.82969444,2457529.121,2016-05-20.62,64.116,0.537,2.057,0.783,0.247,16.451,17.967
2016-BLG-0658,BLG614.31,30153,17:23:07.17,260.779875,-28:05:06.2,-28.08505556,2457504.941,2016-04-26.44,24.367,0.642,1.788,0.631,1.0,18.889,18.889
2016-BLG-0659,BLG632.04,162948,17:45:23.95,266.34979167,-23:53:01.4,-23.88372222,2457489.301,2016-04-10.80,6.744,0.718,1.649,0.543,1.0,18.953,18.953
2016-BLG-0660,BLG632.07,130633,17:43:24.86,265.85358333,-24:02:22.0,-24.03944444,2457510.311,2016-05-01.81,27.08,1.1,1.279,0.267,1.0,17.523,17.523
2016-BLG-0661,BLG501.17,103755,17:54:53.72,268.72383333,-29:33:33.3,-29.55925,2457492.776,2016-04-14.28,0.849,1.011,1.334,0.313,1.0,16.157,16.157
2016-BLG-0662,BLG504.14,110626,17:56:02.66,269.01108333,-28:16:09.1,-28.26919444,2457496.86,2016-04-18.36,12.028,0.222,4.578,1.652,0.357,19.371,20.489
2016-BLG-0663,BLG505.16,127939,17:54:42.93,268.678875,-29:23:36.1,-29.39336111,2457493.303,2016-04-14.80,8.925,0.241,4.244,1.570,0.302,19.712,21.013
2016-BLG-0664,BLG506.30,100467,17:56:37.38,269.15575,-30:05:45.6,-30.096,2457510.591,2016-05-02.09,18.584,1.576,1.117,0.121,1.0,16.063,16.063
2016-BLG-0665,BLG511.20,73499,18:03:51.76,270.96566667,-27:13:44.0,-27.22888889,2457501.009,2016-04-22.51,135.755,0.32,3.240,1.276,0.151,18.825,20.88
2016-BLG-0666,BLG514.32,20386,18:01:22.91,270.34545833,-30:33:58.5,-30.56625,2457509.712,2016-05-01.21,39.199,0.038,26.375,3.553,0.361,18.984,20.09
2016-BLG-0667,BLG535.04,48624,17:51:52.03,267.96679167,-32:50:41.1,-32.84475,2457487.885,2016-04-09.38,3.3,0.452,2.381,0.942,1.0,18.783,18.783
2016-BLG-0668,BLG603.19,63982,17:47:22.28,266.84283333,-33:56:38.3,-33.94397222,2457530.52,2016-05-22.02,21.065,0.084,11.978,2.696,0.959,16.779,16.824
2016-BLG-0669,BLG611.30,69384,17:34:51.69,263.715375,-26:40:21.5,-26.67263889,2457491.493,2016-04-12.99,4.568,0.328,3.168,1.252,1.0,20.573,20.573
2016-BLG-0670,BLG615.07,54689,17:22:12.38,260.55158333,-30:19:23.2,-30.32311111,2457511.946,2016-05-03.45,14.217,0.733,1.624,0.527,1.0,15.953,15.953
2016-BLG-0671,BLG648.30,28982,17:46:05.76,266.524,-26:18:42.3,-26.31175,2457498.619,2016-04-20.12,133.415,0.117,8.555,2.331,0.297,20.273,21.591
2016-BLG-0672,BLG660.01,140984,17:47:54.32,266.97633333,-33:23:35.3,-33.39313889,2457489.539,2016-04-11.04,23.912,0.169,5.976,1.941,0.267,19.164,20.6
2016-BLG-0673,BLG660.11,43575,17:46:52.30,266.71791667,-33:06:12.1,-33.10336111,2457492.564,2016-04-14.06,10.059,0.059,16.918,3.071,1.0,19.366,19.366
2016-BLG-0674,BLG500.10,858N,17:53:09.38,268.28908333,-28:40:02.7,-28.66741667,2457492.607,2016-04-14.11,1.713,0.107,9.376,2.430,1.0,19.73,19.73
2016-BLG-0675,BLG504.11,855N,17:58:01.61,269.50670833,-28:07:37.7,-28.12713889,2457493.229,2016-04-14.73,5.318,0.098,10.253,2.527,0.369,20.074,21.158
2016-BLG-0676,BLG505.32,6080,17:55:44.17,268.93404167,-28:51:12.4,-28.85344444,2457507.291,2016-04-28.79,7.417,0.495,2.203,0.857,1.0,18.286,18.286
2016-BLG-0677,BLG506.25,13561,17:54:52.22,268.71758333,-30:15:54.5,-30.26513889,2457504.168,2016-04-25.67,7.785,0.567,1.971,0.737,1.0,17.757,17.757
2016-BLG-0678,BLG513.14,18207,18:02:00.05,270.50020833,-29:58:22.8,-29.973,2457488.972,2016-04-10.47,2.874,1.155,1.250,0.242,1.0,17.266,17.266
2016-BLG-0679,BLG523.15,12983,18:12:06.62,273.02758333,-27:35:07.0,-27.58527778,2457507.707,2016-04-29.21,15.794,0.104,9.615,2.457,1.0,18.355,18.355
2016-BLG-0680,BLG524.06,64287,18:12:45.32,273.18883333,-29:07:10.0,-29.11944444,2457551.866,2016-06-12.37,69.504,0.384,2.746,1.097,0.611,17.831,18.366
2016-BLG-0681,BLG524.20,186078,18:14:27.99,273.616625,-28:21:48.6,-28.3635,2457498.705,2016-04-20.20,25.224,0.264,3.881,1.472,1.0,18.826,18.826
2016-BLG-0682,BLG534.02,90106,17:53:09.79,268.29079167,-31:35:44.7,-31.59575,2457503.627,2016-04-25.13,30.009,0.205,4.955,1.738,0.462,18.911,19.75
2016-BLG-0683,BLG534.21,108570,17:51:48.56,267.95233333,-30:56:07.3,-30.93536111,2457496.379,2016-04-17.88,13.562,0.131,7.671,2.212,0.282,19.674,21.048
2016-BLG-0684,BLG535.10,37854,17:53:16.24,268.31766667,-32:35:12.8,-32.58688889,2457490.17,2016-04-11.67,3.37,0.702,1.675,0.560,1.0,18.97,18.97
2016-BLG-0685,BLG611.17,123887,17:38:06.76,264.52816667,-27:02:58.9,-27.04969444,2457520.683,2016-05-12.18,37.41,0.166,6.081,1.960,0.67,19.586,20.021
2016-BLG-0686,BLG612.02,8431,17:31:39.82,262.91591667,-28:29:05.2,-28.48477778,2457536.986,2016-05-28.49,48.323,0.277,3.714,1.424,1.0,19.12,19.12
2016-BLG-0687,BLG613.05,82980,17:29:10.37,262.29320833,-29:45:21.9,-29.75608333,2457497.675,2016-04-19.18,46.925,0.07,14.383,2.895,0.075,18.654,21.462
2016-BLG-0688,BLG614.16,62771,17:21:28.52,260.36883333,-28:44:11.3,-28.73647222,2457565.602,2016-06-26.10,46.124,0.744,1.609,0.516,1.0,17.385,17.385
2016-BLG-0689,BLG615.12,122,17:24:35.87,261.14945833,-30:07:56.7,-30.13241667,2457619.015,2016-08-18.52,107.873,0.473,2.287,0.898,0.328,16.954,18.164
2016-BLG-0690,BLG615.20,103555,17:24:53.37,261.222375,-29:50:07.3,-29.83536111,2457495.087,2016-04-16.59,18.954,0.476,2.275,0.893,1.0,20.531,20.531
2016-BLG-0691,BLG631.28,89359,17:46:05.02,266.52091667,-21:39:56.7,-21.66575,2457506.413,2016-04-27.91,12.095,0.667,1.739,0.601,1.0,18.653,18.653
2016-BLG-0692,BLG633.20,48925,17:46:25.03,266.60429167,-24:25:57.9,-24.43275,2457496.591,2016-04-18.09,14.698,0.012,80.525,4.765,0.505,19.799,20.542
2016-BLG-0693,BLG638.13,93853,17:49:55.27,267.48029167,-23:02:23.8,-23.03994444,2457498.777,2016-04-20.28,29.739,0.208,4.888,1.723,1.0,20.42,20.42
2016-BLG-0694,BLG638.16,107146,17:47:51.48,266.9645,-23:03:05.2,-23.05144444,2457530.773,2016-05-22.27,32.631,1.221,1.220,0.216,1.0,17.879,17.879
2016-BLG-0695,BLG648.16,36639,17:43:51.19,265.96329167,-26:50:55.7,-26.84880556,2457499.633,2016-04-21.13,57.446,0.043,23.543,3.430,0.224,19.56,21.185
2016-BLG-0696,BLG648.20,25047,17:47:02.68,266.76116667,-26:45:17.3,-26.75480556,2457488.742,2016-04-10.24,5.407,1.4,1.159,0.160,1.0,16.723,16.723
2016-BLG-0697,BLG652.04,67128,17:41:02.80,265.26166667,-26:32:07.0,-26.53527778,2457496.025,2016-04-17.52,65.8,0.086,11.704,2.671,0.092,19.305,21.892
2016-BLG-0698,BLG653.04,53943,17:35:40.08,263.917,-29:00:19.2,-29.00533333,2457501.51,2016-04-23.01,14.115,0.349,2.996,1.191,1.0,19.0,19.0
2016-BLG-0699,BLG654.32,36444,17:33:34.69,263.39454167,-29:22:28.4,-29.37455556,2457497.208,2016-04-18.71,20.619,0.343,3.045,1.209,1.0,20.343,20.343
2016-BLG-0700,BLG675.19,38056,17:42:31.06,265.62941667,-27:11:38.4,-27.194,2457495.649,2016-04-17.15,9.067,0.466,2.319,0.913,1.0,18.69,18.69
2016-BLG-0701,BLG501.19,169,17:53:33.38,268.38908333,-29:49:34.5,-29.82625,2457521.033,2016-05-12.53,50.814,0.938,1.390,0.357,0.227,15.331,16.94
2016-BLG-0702,BLG501.26,18626,17:54:17.40,268.5725,-29:24:15.8,-29.40438889,2457496.258,2016-04-17.76,5.378,0.1,9.991,2.499,0.31,18.108,19.379
2016-BLG-0703,BLG501.32,7171,17:50:01.99,267.50829167,-29:22:18.1,-29.37169444,2457494.086,2016-04-15.59,105.951,1.687,1.098,0.101,1.0,18.05,18.05
2016-BLG-0704,BLG502.05,5449,17:51:11.60,267.79833333,-34:07:35.2,-34.12644444,2457493.704,2016-04-15.20,8.223,0.974,1.361,0.335,1.0,18.477,18.477
2016-BLG-0705,BLG505.12,2444,17:57:51.74,269.46558333,-29:30:38.2,-29.51061111,2457503.276,2016-04-24.78,9.856,0.979,1.357,0.332,1.0,18.624,18.624
2016-BLG-0706,BLG506.14,93738,17:55:54.10,268.97541667,-30:42:40.9,-30.71136111,2457493.909,2016-04-15.41,10.828,0.397,2.664,1.064,1.0,20.171,20.171
2016-BLG-0707,BLG507.28,69325,17:58:20.55,269.585625,-31:10:00.7,-31.16686111,2457495.106,2016-04-16.61,7.564,0.28,3.673,1.413,1.0,19.721,19.721
2016-BLG-0708,BLG513.26,118555,18:04:56.21,271.23420833,-29:20:54.8,-29.34855556,2457510.062,2016-05-01.56,20.562,0.965,1.368,0.340,1.0,17.149,17.149
2016-BLG-0709,BLG522.14,95729,18:12:21.33,273.088875,-26:19:47.5,-26.32986111,2457519.52,2016-05-11.02,41.222,0.173,5.830,1.914,0.395,18.921,19.928
2016-BLG-0710,BLG523.04,43269,18:14:10.56,273.544,-27:43:20.5,-27.72236111,2457509.419,2016-04-30.92,17.366,0.378,2.782,1.111,1.0,17.345,17.345
2016-BLG-0711,BLG545.32,8823,18:12:02.59,273.01079167,-24:26:11.0,-24.43638889,2457511.207,2016-05-02.71,18.217,1.732,1.091,0.095,1.0,15.653,15.653
2016-BLG-0712,BLG604.07,18500,17:43:33.09,265.887875,-35:46:54.3,-35.78175,2457515.614,2016-05-07.11,58.563,0.469,2.304,0.906,1.0,19.998,19.998
2016-BLG-0713,BLG609.14,71144,17:38:12.81,264.553375,-34:48:25.0,-34.80694444,2457501.318,2016-04-22.82,19.688,0.028,36.137,3.895,1.0,20.503,20.503
2016-BLG-0714,BLG612.29,13770,17:30:13.86,262.55775,-27:28:18.8,-27.47188889,2457500.09,2016-04-21.59,5.43,0.824,1.503,0.442,1.0,16.939,16.939
2016-BLG-0715,BLG613.03,78864,17:30:32.82,262.63675,-29:45:07.4,-29.75205556,2457493.234,2016-04-14.73,3.13,1.422,1.153,0.154,1.0,16.933,16.933
2016-BLG-0716,BLG613.13,73608,17:29:16.12,262.31716667,-29:30:21.8,-29.50605556,2457515.091,2016-05-06.59,22.282,0.14,7.203,2.144,1.0,19.508,19.508
2016-BLG-0717,BLG626.22,4672,17:39:53.48,264.97283333,-24:00:17.4,-24.00483333,2457495.043,2016-04-16.54,7.037,0.643,1.787,0.630,1.0,19.531,19.531
2016-BLG-0718,BLG639.21,98130,17:50:49.87,267.70779167,-23:48:50.8,-23.81411111,2457673.803,2016-10-12.30,109.075,1.411,1.156,0.157,1.0,14.055,14.055
2016-BLG-0719,BLG654.03,48320,17:36:14.38,264.05991667,-30:12:36.6,-30.21016667,2457505.677,2016-04-27.18,36.114,0.563,1.980,0.741,1.0,19.759,19.759
2016-BLG-0720,BLG667.18,28371,17:37:29.61,264.373375,-25:43:21.8,-25.72272222,2457511.483,2016-05-02.98,27.801,1.324,1.182,0.181,1.0,17.951,17.951
2016-BLG-0721,BLG502.30,88233,17:50:45.25,267.68854167,-33:11:40.5,-33.19458333,2457511.205,2016-05-02.71,28.63,0.304,3.407,1.331,1.0,19.634,19.634
2016-BLG-0722,BLG504.05,7585,17:57:06.09,269.275375,-28:34:21.7,-28.57269444,2457495.935,2016-04-17.43,4.394,0.016,63.298,4.503,0.172,18.956,20.867
2016-BLG-0723,BLG505.27,86288,17:59:06.50,269.77708333,-28:44:03.7,-28.73436111,2457514.798,2016-05-06.30,14.2,0.978,1.358,0.332,1.0,17.228,17.228
2016-BLG-0724,BLG505.29,169394,17:57:14.76,269.3115,-28:52:51.4,-28.88094444,2457494.02,2016-04-15.52,10.717,0.833,1.492,0.435,1.0,17.931,17.931
2016-BLG-0725,BLG506.31,88014,17:56:09.55,269.03979167,-29:50:37.6,-29.84377778,2457504.267,2016-04-25.77,9.111,0.747,1.604,0.513,1.0,18.384,18.384
2016-BLG-0726,BLG507.32,162154,17:55:03.87,268.766125,-31:05:13.4,-31.08705556,2457523.574,2016-05-15.07,23.286,0.872,1.451,0.404,1.0,16.963,16.963
2016-BLG-0727,BLG604.26,66256,17:47:57.78,266.99075,-34:46:22.3,-34.77286111,2457500.084,2016-04-21.58,16.788,0.0,7243.8,9.650,0.275,19.144,20.546
2016-BLG-0728,BLG652.20,67375,17:41:49.78,265.45741667,-25:56:26.4,-25.94066667,2457510.464,2016-05-01.96,9.225,0.289,3.570,1.382,1.0,17.321,17.321
2016-BLG-0729,BLG654.17,22799,17:38:35.82,264.64925,-29:40:10.2,-29.6695,2457498.001,2016-04-19.50,6.569,1.314,1.185,0.185,1.0,17.845,17.845
2016-BLG-0730,BLG506.31,1398N,17:56:00.52,269.00216667,-30:05:31.6,-30.09211111,2457498.223,2016-04-19.72,55.019,0.003,362.0,6.397,0.192,20.235,22.026
2016-BLG-0731,BLG500.01,102514,17:54:13.85,268.55770833,-28:57:10.5,-28.95291667,2457504.211,2016-04-25.71,47.412,1.673,1.100,0.104,1.0,17.454,17.454
2016-BLG-0732,BLG501.05,161429,17:50:55.45,267.73104167,-30:15:45.5,-30.26263889,2457519.546,2016-05-11.05,60.293,0.241,4.246,1.570,0.043,16.132,19.542
2016-BLG-0733,BLG506.31,174997,17:55:54.29,268.97620833,-29:50:28.2,-29.84116667,2457501.866,2016-04-23.37,41.993,0.0,10411604,17.544,0.059,18.58,21.647
2016-BLG-0734,BLG507.23,12894,17:56:16.54,269.06891667,-31:35:45.1,-31.59586111,2457502.672,2016-04-24.17,16.143,0.384,2.744,1.096,1.0,19.608,19.608
2016-BLG-0735,BLG507.29,75885,17:57:41.92,269.42466667,-31:06:59.3,-31.11647222,2457555.199,2016-06-15.70,32.96,0.125,8.071,2.267,1.0,16.094,16.094
2016-BLG-0736,BLG511.13,83312,18:02:27.50,270.61458333,-27:26:06.0,-27.435,2457511.098,2016-05-02.60,73.403,0.098,10.194,2.521,0.157,19.466,21.475
2016-BLG-0737,BLG520.24,146997,18:06:17.48,271.57283333,-29:10:12.0,-29.17,2457559.386,2016-06-19.89,42.072,0.062,16.255,3.027,0.83,18.31,18.512
2016-BLG-0738,BLG505.06,174963,17:55:54.29,268.97620833,-29:50:28.2,-29.84116667,2457501.848,2016-04-23.35,60.466,0.0,1801515,15.639,0.044,18.558,21.942
2016-BLG-0739,BLG615.06,38425,17:23:05.51,260.77295833,-30:20:06.9,-30.33525,2457501.444,2016-04-22.94,4.768,1.226,1.218,0.214,1.0,16.996,16.996
2016-BLG-0740,BLG621.05,52500,17:34:31.77,263.632375,-22:36:51.4,-22.61427778,2457495.128,2016-04-16.63,13.149,0.369,2.848,1.136,1.0,19.532,19.532
2016-BLG-0741,BLG626.09,90071,17:42:22.47,265.593625,-24:14:40.1,-24.24447222,2457501.322,2016-04-22.82,4.66,1.02,1.328,0.308,1.0,15.807,15.807
2016-BLG-0742,BLG639.11,53486,17:51:29.93,267.87470833,-24:13:12.6,-24.22016667,2457519.119,2016-05-10.62,18.794,1.008,1.336,0.315,1.0,17.444,17.444
2016-BLG-0743,BLG675.13,67438,17:40:13.69,265.05704167,-27:32:26.1,-27.54058333,2457496.869,2016-04-18.37,12.451,0.963,1.370,0.341,1.0,19.119,19.119
2016-BLG-0744,BLG512.23,153156,18:01:33.32,270.38883333,-28:22:56.2,-28.38227778,2457498.984,2016-04-20.48,16.457,0.191,5.301,1.811,0.056,18.441,21.566
2016-BLG-0745,BLG527.01,18458,18:21:18.13,275.32554167,-23:35:25.3,-23.59036111,2457496.796,2016-04-18.30,6.538,0.171,5.914,1.930,1.0,19.396,19.396
2016-BLG-0746,BLG543.27,52076,18:15:23.74,273.84891667,-21:52:54.7,-21.88186111,2457516.664,2016-05-08.16,54.618,0.074,13.550,2.830,1.0,20.284,20.284
2016-BLG-0747,BLG614.31,330,17:23:17.60,260.82333333,-28:16:34.0,-28.27611111,2457501.362,2016-04-22.86,16.398,1.985,1.062,0.065,1.0,16.437,16.437
2016-BLG-0748,BLG642.25,95671,17:53:09.47,268.28945833,-21:59:10.2,-21.98616667,2457495.221,2016-04-16.72,10.363,0.095,10.589,2.562,1.0,19.438,19.438
2016-BLG-0749,BLG675.19,35744,17:42:30.36,265.6265,-27:15:13.1,-27.25363889,2457507.615,2016-04-29.11,168.69,0.0,7348432,17.165,0.121,20.351,22.645
2016-BLG-0750,BLG505.11,1230N,17:58:04.85,269.52020833,-29:31:03.8,-29.51772222,2457499.805,2016-04-21.30,13.963,0.063,15.945,3.007,0.247,20.015,21.532
2016-BLG-0751,BLG512.21,1523N,18:03:14.67,270.811125,-28:21:21.1,-28.35586111,2457499.382,2016-04-20.88,11.019,0.018,54.144,4.334,0.128,20.153,22.386
